application_date,segment,case_count,day,year,month,Holiday,Type,cos_day,sin_day,cos_mon,sin_mon,day_of_week,week_num
2018-02-02,2,344.0,2,2018,2,,,0.907575419670957,0.4198891015602646,0.5000000000000001,0.8660254037844386,4,5
2018-02-03,2,305.0,3,2018,2,,,0.7960930657056438,0.6051742151937651,0.5000000000000001,0.8660254037844386,5,5
2018-02-04,2,264.0,4,2018,2,,,0.6473862847818277,0.7621620551276365,0.5000000000000001,0.8660254037844386,6,5
2018-02-05,2,258.0,5,2018,2,,,0.4684084406997902,0.8835120444460229,0.5000000000000001,0.8660254037844386,0,6
2018-02-06,2,370.0,6,2018,2,,,0.26752833852922075,0.9635499925192231,0.5000000000000001,0.8660254037844386,1,6
2018-02-07,2,457.0,7,2018,2,,,0.05413890858541761,0.9985334138511238,0.5000000000000001,0.8660254037844386,2,6
2018-02-08,2,339.0,8,2018,2,,,-0.16178199655276473,0.986826522541526,0.5000000000000001,0.8660254037844386,3,6
2018-02-09,2,533.0,9,2018,2,,,-0.37013815533991423,0.9289767198167916,0.5000000000000001,0.8660254037844386,4,6
2018-02-10,2,571.0,10,2018,2,Maharishi Dayanand Saraswati Jayanti,R,-0.5611870653623823,0.8276889981568906,0.5000000000000001,0.8660254037844386,5,6
2018-02-11,2,295.0,11,2018,2,,,-0.7259954919231305,0.6876994588534235,0.5000000000000001,0.8660254037844386,6,6
2018-02-12,2,526.0,12,2018,2,,,-0.8568571761675893,0.5155538571770216,0.5000000000000001,0.8660254037844386,0,7
2018-02-13,2,544.0,13,2018,2,,,-0.9476531711828023,0.3193015301359798,0.5000000000000001,0.8660254037844386,1,7
2018-02-14,2,600.0,14,2018,2,Maha Shivaratri/Shivaratri,G,-0.9941379571543596,0.10811901842394192,0.5000000000000001,0.8660254037844386,2,7
2018-02-14,2,600.0,14,2018,2,Valentine's Day,O,-0.9941379571543596,0.10811901842394192,0.5000000000000001,0.8660254037844386,2,7
2018-02-15,2,571.0,15,2018,2,,,-0.9941379571543596,-0.10811901842394124,0.5000000000000001,0.8660254037844386,3,7
2018-02-16,2,774.0,16,2018,2,Chinese New Year,O,-0.9476531711828023,-0.31930153013597995,0.5000000000000001,0.8660254037844386,4,7
2018-02-17,2,797.0,17,2018,2,,,-0.8568571761675892,-0.5155538571770218,0.5000000000000001,0.8660254037844386,5,7
2018-02-18,2,274.0,18,2018,2,,,-0.7259954919231311,-0.6876994588534231,0.5000000000000001,0.8660254037844386,6,7
2018-02-19,2,545.0,19,2018,2,Shivaji Jayanti,R,-0.5611870653623825,-0.8276889981568905,0.5000000000000001,0.8660254037844386,0,8
2018-02-20,2,623.0,20,2018,2,,,-0.3701381553399145,-0.9289767198167914,0.5000000000000001,0.8660254037844386,1,8
2018-02-21,2,707.0,21,2018,2,,,-0.16178199655276476,-0.986826522541526,0.5000000000000001,0.8660254037844386,2,8
2018-02-22,2,824.0,22,2018,2,,,0.0541389085854167,-0.998533413851124,0.5000000000000001,0.8660254037844386,3,8
2018-02-23,2,647.0,23,2018,2,,,0.2675283385292201,-0.9635499925192232,0.5000000000000001,0.8660254037844386,4,8
2018-02-24,2,737.0,24,2018,2,,,0.4684084406997903,-0.8835120444460228,0.5000000000000001,0.8660254037844386,5,8
2018-02-25,2,441.0,25,2018,2,,,0.6473862847818279,-0.7621620551276362,0.5000000000000001,0.8660254037844386,6,8
2018-02-26,2,504.0,26,2018,2,,,0.7960930657056441,-0.6051742151937649,0.5000000000000001,0.8660254037844386,0,9
2018-02-27,2,155.0,27,2018,2,,,0.9075754196709568,-0.4198891015602649,0.5000000000000001,0.8660254037844386,1,9
2018-02-28,2,10.0,28,2018,2,,,0.9766205557100868,-0.2149704402110244,0.5000000000000001,0.8660254037844386,2,9
2018-03-01,2,28.0,1,2018,3,Holika Dahana,R,0.9795299412524944,0.2012985200886601,6.123233995736766e-17,1.0,3,9
2018-03-02,2,13.0,2,2018,3,Holi,R,0.9189578116202306,0.39435585511331855,6.123233995736766e-17,1.0,4,9
2018-03-03,2,107.0,3,2018,3,,,0.8207634412072763,0.5712682150947923,6.123233995736766e-17,1.0,5,9
2018-03-04,2,165.0,4,2018,3,,,0.6889669190756866,0.72479278722912,6.123233995736766e-17,1.0,6,9
2018-03-05,2,214.0,5,2018,3,,,0.5289640103269624,0.8486442574947509,6.123233995736766e-17,1.0,0,10
2018-03-06,2,275.0,6,2018,3,,,0.3473052528448203,0.9377521321470804,6.123233995736766e-17,1.0,1,10
2018-03-07,2,438.0,7,2018,3,,,0.1514277775045767,0.9884683243281114,6.123233995736766e-17,1.0,2,10
2018-03-08,2,259.0,8,2018,3,,,-0.050649168838712635,0.9987165071710528,6.123233995736766e-17,1.0,3,10
2018-03-09,2,443.0,9,2018,3,,,-0.2506525322587204,0.9680771188662044,6.123233995736766e-17,1.0,4,10
2018-03-10,2,561.0,10,2018,3,,,-0.4403941515576344,0.8978045395707416,6.123233995736766e-17,1.0,5,10
2018-03-11,2,888.0,11,2018,3,,,-0.6121059825476626,0.7907757369376989,6.123233995736766e-17,1.0,6,10
2018-03-12,2,953.0,12,2018,3,,,-0.758758122692791,0.6513724827222223,6.123233995736766e-17,1.0,0,11
2018-03-13,2,624.0,13,2018,3,,,-0.8743466161445821,0.485301962531081,6.123233995736766e-17,1.0,1,11
2018-03-14,2,571.0,14,2018,3,,,-0.9541392564000488,0.29936312297335804,6.123233995736766e-17,1.0,2,11
2018-03-15,2,836.0,15,2018,3,,,-0.994869323391895,0.10116832198743272,6.123233995736766e-17,1.0,3,11
2018-03-16,2,890.0,16,2018,3,,,-0.9948693233918952,-0.10116832198743204,6.123233995736766e-17,1.0,4,11
2018-03-17,2,580.0,17,2018,3,,,-0.9541392564000488,-0.2993631229733582,6.123233995736766e-17,1.0,5,11
2018-03-18,2,802.0,18,2018,3,Chaitra Sukhladi,R,-0.8743466161445822,-0.4853019625310808,6.123233995736766e-17,1.0,6,11
2018-03-19,2,676.0,19,2018,3,,,-0.7587581226927911,-0.651372482722222,6.123233995736766e-17,1.0,0,12
2018-03-20,2,814.0,20,2018,3,March Equinox,S,-0.6121059825476627,-0.7907757369376986,6.123233995736766e-17,1.0,1,12
2018-03-21,2,735.0,21,2018,3,,,-0.44039415155763423,-0.8978045395707417,6.123233995736766e-17,1.0,2,12
2018-03-22,2,875.0,22,2018,3,,,-0.2506525322587213,-0.968077118866204,6.123233995736766e-17,1.0,3,12
2018-03-23,2,774.0,23,2018,3,,,-0.05064916883871355,-0.9987165071710528,6.123233995736766e-17,1.0,4,12
2018-03-24,2,760.0,24,2018,3,,,0.15142777750457667,-0.9884683243281114,6.123233995736766e-17,1.0,5,12
2018-03-25,2,517.0,25,2018,3,Rama Navami,R,0.3473052528448203,-0.9377521321470804,6.123233995736766e-17,1.0,6,12
2018-03-26,2,631.0,26,2018,3,,,0.5289640103269624,-0.8486442574947509,6.123233995736766e-17,1.0,0,13
2018-03-27,2,676.0,27,2018,3,,,0.6889669190756865,-0.72479278722912,6.123233995736766e-17,1.0,1,13
2018-03-28,2,883.0,28,2018,3,,,0.8207634412072763,-0.5712682150947924,6.123233995736766e-17,1.0,2,13
2018-03-29,2,713.0,29,2018,3,Maundy Thursday,C,0.9189578116202306,-0.3943558551133187,6.123233995736766e-17,1.0,3,13
2018-03-29,2,713.0,29,2018,3,Mahavir Jayanti,G,0.9189578116202306,-0.3943558551133187,6.123233995736766e-17,1.0,3,13
2018-03-30,2,197.0,30,2018,3,Good Friday,G,0.9795299412524944,-0.20129852008866114,6.123233995736766e-17,1.0,4,13
2018-03-31,2,4.0,31,2018,3,First day of Passover,O,1.0,-2.4492935982947064e-16,6.123233995736766e-17,1.0,5,13
2018-04-01,2,9.0,1,2018,4,Hazarat Ali's Birthday,R,0.9781476007338056,0.2079116908177593,-0.4999999999999998,0.8660254037844387,6,13
2018-04-01,2,9.0,1,2018,4,Easter Day,R,0.9781476007338056,0.2079116908177593,-0.4999999999999998,0.8660254037844387,6,13
2018-04-02,2,80.0,2,2018,4,,,0.9135454576426008,0.40673664307580015,-0.4999999999999998,0.8660254037844387,0,14
2018-04-03,2,58.0,3,2018,4,,,0.8090169943749475,0.5877852522924731,-0.4999999999999998,0.8660254037844387,1,14
2018-04-04,2,120.0,4,2018,4,,,0.6691306063588582,0.7431448254773941,-0.4999999999999998,0.8660254037844387,2,14
2018-04-05,2,107.0,5,2018,4,,,0.5000000000000001,0.8660254037844386,-0.4999999999999998,0.8660254037844387,3,14
2018-04-06,2,176.0,6,2018,4,,,0.30901699437494745,0.9510565162951536,-0.4999999999999998,0.8660254037844387,4,14
2018-04-07,2,142.0,7,2018,4,,,0.10452846326765346,0.9945218953682732,-0.4999999999999998,0.8660254037844387,5,14
2018-04-08,2,173.0,8,2018,4,,,-0.10452846326765332,0.9945218953682734,-0.4999999999999998,0.8660254037844387,6,14
2018-04-09,2,200.0,9,2018,4,,,-0.3090169943749473,0.9510565162951536,-0.4999999999999998,0.8660254037844387,0,15
2018-04-10,2,391.0,10,2018,4,,,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.8660254037844387,1,15
2018-04-11,2,577.0,11,2018,4,,,-0.6691306063588579,0.7431448254773945,-0.4999999999999998,0.8660254037844387,2,15
2018-04-12,2,540.0,12,2018,4,,,-0.8090169943749473,0.5877852522924732,-0.4999999999999998,0.8660254037844387,3,15
2018-04-13,2,682.0,13,2018,4,,,-0.913545457642601,0.4067366430758,-0.4999999999999998,0.8660254037844387,4,15
2018-04-14,2,644.0,14,2018,4,Vaisakhi,R,-0.9781476007338056,0.2079116908177593,-0.4999999999999998,0.8660254037844387,5,15
2018-04-14,2,644.0,14,2018,4,Ambedkar Jayanti,G,-0.9781476007338056,0.2079116908177593,-0.4999999999999998,0.8660254037844387,5,15
2018-04-15,2,281.0,15,2018,4,Mesadi/Vaisakhadi,R,-1.0,5.665538897647981e-16,-0.4999999999999998,0.8660254037844387,6,15
2018-04-16,2,615.0,16,2018,4,,,-0.9781476007338056,-0.20791169081775907,-0.4999999999999998,0.8660254037844387,0,16
2018-04-17,2,503.0,17,2018,4,,,-0.9135454576426008,-0.4067366430758002,-0.4999999999999998,0.8660254037844387,1,16
2018-04-18,2,607.0,18,2018,4,,,-0.8090169943749475,-0.587785252292473,-0.4999999999999998,0.8660254037844387,2,16
2018-04-19,2,494.0,19,2018,4,,,-0.6691306063588585,-0.743144825477394,-0.4999999999999998,0.8660254037844387,3,16
2018-04-20,2,706.0,20,2018,4,,,-0.5000000000000004,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,4,16
2018-04-21,2,514.0,21,2018,4,,,-0.3090169943749476,-0.9510565162951536,-0.4999999999999998,0.8660254037844387,5,16
2018-04-22,2,290.0,22,2018,4,,,-0.10452846326765423,-0.9945218953682732,-0.4999999999999998,0.8660254037844387,6,16
2018-04-23,2,448.0,23,2018,4,,,0.104528463267653,-0.9945218953682734,-0.4999999999999998,0.8660254037844387,0,17
2018-04-24,2,510.0,24,2018,4,,,0.30901699437494723,-0.9510565162951536,-0.4999999999999998,0.8660254037844387,1,17
2018-04-25,2,509.0,25,2018,4,,,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.8660254037844387,2,17
2018-04-26,2,457.0,26,2018,4,,,0.6691306063588585,-0.743144825477394,-0.4999999999999998,0.8660254037844387,3,17
2018-04-27,2,355.0,27,2018,4,,,0.8090169943749473,-0.5877852522924734,-0.4999999999999998,0.8660254037844387,4,17
2018-04-28,2,286.0,28,2018,4,,,0.913545457642601,-0.40673664307580015,-0.4999999999999998,0.8660254037844387,5,17
2018-04-29,2,120.0,29,2018,4,,,0.9781476007338056,-0.20791169081775895,-0.4999999999999998,0.8660254037844387,6,17
2018-04-30,2,148.0,30,2018,4,Buddha Purnima/Vesak,G,1.0,-1.1331077795295961e-15,-0.4999999999999998,0.8660254037844387,0,18
2018-05-01,2,223.0,1,2018,5,May Day,O,0.9795299412524944,0.2012985200886601,-0.8660254037844387,0.5,1,18
2018-05-02,2,151.0,2,2018,5,,,0.9189578116202306,0.39435585511331855,-0.8660254037844387,0.5,2,18
2018-05-03,2,209.0,3,2018,5,,,0.8207634412072763,0.5712682150947923,-0.8660254037844387,0.5,3,18
2018-05-04,2,150.0,4,2018,5,,,0.6889669190756866,0.72479278722912,-0.8660254037844387,0.5,4,18
2018-05-05,2,120.0,5,2018,5,,,0.5289640103269624,0.8486442574947509,-0.8660254037844387,0.5,5,18
2018-05-06,2,93.0,6,2018,5,,,0.3473052528448203,0.9377521321470804,-0.8660254037844387,0.5,6,18
2018-05-07,2,104.0,7,2018,5,,,0.1514277775045767,0.9884683243281114,-0.8660254037844387,0.5,0,19
2018-05-08,2,205.0,8,2018,5,,,-0.050649168838712635,0.9987165071710528,-0.8660254037844387,0.5,1,19
2018-05-09,2,312.0,9,2018,5,Birthday of Ravindranath,R,-0.2506525322587204,0.9680771188662044,-0.8660254037844387,0.5,2,19
2018-05-10,2,238.0,10,2018,5,,,-0.4403941515576344,0.8978045395707416,-0.8660254037844387,0.5,3,19
2018-05-11,2,584.0,11,2018,5,,,-0.6121059825476626,0.7907757369376989,-0.8660254037844387,0.5,4,19
2018-05-12,2,576.0,12,2018,5,,,-0.758758122692791,0.6513724827222223,-0.8660254037844387,0.5,5,19
2018-05-13,2,272.0,13,2018,5,Mother's Day,O,-0.8743466161445821,0.485301962531081,-0.8660254037844387,0.5,6,19
2018-05-14,2,668.0,14,2018,5,,,-0.9541392564000488,0.29936312297335804,-0.8660254037844387,0.5,0,20
2018-05-15,2,579.0,15,2018,5,,,-0.994869323391895,0.10116832198743272,-0.8660254037844387,0.5,1,20
2018-05-16,2,561.0,16,2018,5,,,-0.9948693233918952,-0.10116832198743204,-0.8660254037844387,0.5,2,20
2018-05-17,2,727.0,17,2018,5,,,-0.9541392564000488,-0.2993631229733582,-0.8660254037844387,0.5,3,20
2018-05-18,2,758.0,18,2018,5,,,-0.8743466161445822,-0.4853019625310808,-0.8660254037844387,0.5,4,20
2018-05-19,2,765.0,19,2018,5,,,-0.7587581226927911,-0.651372482722222,-0.8660254037844387,0.5,5,20
2018-05-20,2,555.0,20,2018,5,,,-0.6121059825476627,-0.7907757369376986,-0.8660254037844387,0.5,6,20
2018-05-21,2,500.0,21,2018,5,,,-0.44039415155763423,-0.8978045395707417,-0.8660254037844387,0.5,0,21
2018-05-22,2,519.0,22,2018,5,,,-0.2506525322587213,-0.968077118866204,-0.8660254037844387,0.5,1,21
2018-05-23,2,497.0,23,2018,5,,,-0.05064916883871355,-0.9987165071710528,-0.8660254037844387,0.5,2,21
2018-05-24,2,561.0,24,2018,5,,,0.15142777750457667,-0.9884683243281114,-0.8660254037844387,0.5,3,21
2018-05-25,2,518.0,25,2018,5,,,0.3473052528448203,-0.9377521321470804,-0.8660254037844387,0.5,4,21
2018-05-26,2,512.0,26,2018,5,,,0.5289640103269624,-0.8486442574947509,-0.8660254037844387,0.5,5,21
2018-05-27,2,431.0,27,2018,5,,,0.6889669190756865,-0.72479278722912,-0.8660254037844387,0.5,6,21
2018-05-28,2,488.0,28,2018,5,,,0.8207634412072763,-0.5712682150947924,-0.8660254037844387,0.5,0,22
2018-05-29,2,266.0,29,2018,5,,,0.9189578116202306,-0.3943558551133187,-0.8660254037844387,0.5,1,22
2018-05-30,2,63.0,30,2018,5,,,0.9795299412524944,-0.20129852008866114,-0.8660254037844387,0.5,2,22
2018-05-31,2,28.0,31,2018,5,,,1.0,-2.4492935982947064e-16,-0.8660254037844387,0.5,3,22
2018-06-01,2,221.0,1,2018,6,,,0.9781476007338056,0.2079116908177593,-1.0,1.2246467991473532e-16,4,22
2018-06-02,2,206.0,2,2018,6,,,0.9135454576426008,0.40673664307580015,-1.0,1.2246467991473532e-16,5,22
2018-06-03,2,98.0,3,2018,6,,,0.8090169943749475,0.5877852522924731,-1.0,1.2246467991473532e-16,6,22
2018-06-04,2,157.0,4,2018,6,,,0.6691306063588582,0.7431448254773941,-1.0,1.2246467991473532e-16,0,23
2018-06-05,2,183.0,5,2018,6,,,0.5000000000000001,0.8660254037844386,-1.0,1.2246467991473532e-16,1,23
2018-06-06,2,187.0,6,2018,6,,,0.30901699437494745,0.9510565162951536,-1.0,1.2246467991473532e-16,2,23
2018-06-07,2,232.0,7,2018,6,,,0.10452846326765346,0.9945218953682732,-1.0,1.2246467991473532e-16,3,23
2018-06-08,2,225.0,8,2018,6,,,-0.10452846326765332,0.9945218953682734,-1.0,1.2246467991473532e-16,4,23
2018-06-09,2,430.0,9,2018,6,,,-0.3090169943749473,0.9510565162951536,-1.0,1.2246467991473532e-16,5,23
2018-06-10,2,374.0,10,2018,6,,,-0.4999999999999998,0.8660254037844387,-1.0,1.2246467991473532e-16,6,23
2018-06-11,2,631.0,11,2018,6,,,-0.6691306063588579,0.7431448254773945,-1.0,1.2246467991473532e-16,0,24
2018-06-12,2,688.0,12,2018,6,,,-0.8090169943749473,0.5877852522924732,-1.0,1.2246467991473532e-16,1,24
2018-06-13,2,555.0,13,2018,6,,,-0.913545457642601,0.4067366430758,-1.0,1.2246467991473532e-16,2,24
2018-06-14,2,823.0,14,2018,6,,,-0.9781476007338056,0.2079116908177593,-1.0,1.2246467991473532e-16,3,24
2018-06-15,2,738.0,15,2018,6,Ramzan Id/Eid-ul-Fitar,M,-1.0,5.665538897647981e-16,-1.0,1.2246467991473532e-16,4,24
2018-06-15,2,738.0,15,2018,6,Jamat Ul-Vida,R,-1.0,5.665538897647981e-16,-1.0,1.2246467991473532e-16,4,24
2018-06-16,2,640.0,16,2018,6,Ramzan Id/Eid-ul-Fitar,G,-0.9781476007338056,-0.20791169081775907,-1.0,1.2246467991473532e-16,5,24
2018-06-17,2,385.0,17,2018,6,Father's Day,O,-0.9135454576426008,-0.4067366430758002,-1.0,1.2246467991473532e-16,6,24
2018-06-18,2,568.0,18,2018,6,,,-0.8090169943749475,-0.587785252292473,-1.0,1.2246467991473532e-16,0,25
2018-06-19,2,737.0,19,2018,6,,,-0.6691306063588585,-0.743144825477394,-1.0,1.2246467991473532e-16,1,25
2018-06-20,2,579.0,20,2018,6,,,-0.5000000000000004,-0.8660254037844385,-1.0,1.2246467991473532e-16,2,25
2018-06-21,2,791.0,21,2018,6,June Solstice,S,-0.3090169943749476,-0.9510565162951536,-1.0,1.2246467991473532e-16,3,25
2018-06-22,2,694.0,22,2018,6,,,-0.10452846326765423,-0.9945218953682732,-1.0,1.2246467991473532e-16,4,25
2018-06-23,2,566.0,23,2018,6,,,0.104528463267653,-0.9945218953682734,-1.0,1.2246467991473532e-16,5,25
2018-06-24,2,588.0,24,2018,6,,,0.30901699437494723,-0.9510565162951536,-1.0,1.2246467991473532e-16,6,25
2018-06-25,2,588.0,25,2018,6,,,0.5000000000000001,-0.8660254037844386,-1.0,1.2246467991473532e-16,0,26
2018-06-26,2,687.0,26,2018,6,,,0.6691306063588585,-0.743144825477394,-1.0,1.2246467991473532e-16,1,26
2018-06-27,2,674.0,27,2018,6,,,0.8090169943749473,-0.5877852522924734,-1.0,1.2246467991473532e-16,2,26
2018-06-28,2,491.0,28,2018,6,,,0.913545457642601,-0.40673664307580015,-1.0,1.2246467991473532e-16,3,26
2018-06-29,2,75.0,29,2018,6,,,0.9781476007338056,-0.20791169081775895,-1.0,1.2246467991473532e-16,4,26
2018-06-30,2,21.0,30,2018,6,,,1.0,-1.1331077795295961e-15,-1.0,1.2246467991473532e-16,5,26
2018-07-01,2,98.0,1,2018,7,,,0.9795299412524944,0.2012985200886601,-0.8660254037844388,-0.4999999999999997,6,26
2018-07-02,2,189.0,2,2018,7,,,0.9189578116202306,0.39435585511331855,-0.8660254037844388,-0.4999999999999997,0,27
2018-07-03,2,186.0,3,2018,7,,,0.8207634412072763,0.5712682150947923,-0.8660254037844388,-0.4999999999999997,1,27
2018-07-04,2,150.0,4,2018,7,,,0.6889669190756866,0.72479278722912,-0.8660254037844388,-0.4999999999999997,2,27
2018-07-05,2,197.0,5,2018,7,,,0.5289640103269624,0.8486442574947509,-0.8660254037844388,-0.4999999999999997,3,27
2018-07-06,2,161.0,6,2018,7,,,0.3473052528448203,0.9377521321470804,-0.8660254037844388,-0.4999999999999997,4,27
2018-07-07,2,245.0,7,2018,7,,,0.1514277775045767,0.9884683243281114,-0.8660254037844388,-0.4999999999999997,5,27
2018-07-08,2,227.0,8,2018,7,,,-0.050649168838712635,0.9987165071710528,-0.8660254037844388,-0.4999999999999997,6,27
2018-07-09,2,249.0,9,2018,7,,,-0.2506525322587204,0.9680771188662044,-0.8660254037844388,-0.4999999999999997,0,28
2018-07-10,2,312.0,10,2018,7,,,-0.4403941515576344,0.8978045395707416,-0.8660254037844388,-0.4999999999999997,1,28
2018-07-11,2,663.0,11,2018,7,,,-0.6121059825476626,0.7907757369376989,-0.8660254037844388,-0.4999999999999997,2,28
2018-07-12,2,748.0,12,2018,7,,,-0.758758122692791,0.6513724827222223,-0.8660254037844388,-0.4999999999999997,3,28
2018-07-13,2,649.0,13,2018,7,,,-0.8743466161445821,0.485301962531081,-0.8660254037844388,-0.4999999999999997,4,28
2018-07-14,2,616.0,14,2018,7,Rath Yatra,R,-0.9541392564000488,0.29936312297335804,-0.8660254037844388,-0.4999999999999997,5,28
2018-07-15,2,143.0,15,2018,7,,,-0.994869323391895,0.10116832198743272,-0.8660254037844388,-0.4999999999999997,6,28
2018-07-16,2,900.0,16,2018,7,,,-0.9948693233918952,-0.10116832198743204,-0.8660254037844388,-0.4999999999999997,0,29
2018-07-17,2,558.0,17,2018,7,,,-0.9541392564000488,-0.2993631229733582,-0.8660254037844388,-0.4999999999999997,1,29
2018-07-18,2,404.0,18,2018,7,,,-0.8743466161445822,-0.4853019625310808,-0.8660254037844388,-0.4999999999999997,2,29
2018-07-19,2,825.0,19,2018,7,,,-0.7587581226927911,-0.651372482722222,-0.8660254037844388,-0.4999999999999997,3,29
2018-07-20,2,715.0,20,2018,7,,,-0.6121059825476627,-0.7907757369376986,-0.8660254037844388,-0.4999999999999997,4,29
2018-07-21,2,661.0,21,2018,7,,,-0.44039415155763423,-0.8978045395707417,-0.8660254037844388,-0.4999999999999997,5,29
2018-07-22,2,130.0,22,2018,7,,,-0.2506525322587213,-0.968077118866204,-0.8660254037844388,-0.4999999999999997,6,29
2018-07-23,2,942.0,23,2018,7,,,-0.05064916883871355,-0.9987165071710528,-0.8660254037844388,-0.4999999999999997,0,30
2018-07-24,2,553.0,24,2018,7,,,0.15142777750457667,-0.9884683243281114,-0.8660254037844388,-0.4999999999999997,1,30
2018-07-25,2,607.0,25,2018,7,,,0.3473052528448203,-0.9377521321470804,-0.8660254037844388,-0.4999999999999997,2,30
2018-07-26,2,634.0,26,2018,7,,,0.5289640103269624,-0.8486442574947509,-0.8660254037844388,-0.4999999999999997,3,30
2018-07-27,2,661.0,27,2018,7,Guru Purnima,O,0.6889669190756865,-0.72479278722912,-0.8660254037844388,-0.4999999999999997,4,30
2018-07-28,2,644.0,28,2018,7,,,0.8207634412072763,-0.5712682150947924,-0.8660254037844388,-0.4999999999999997,5,30
2018-07-29,2,267.0,29,2018,7,,,0.9189578116202306,-0.3943558551133187,-0.8660254037844388,-0.4999999999999997,6,30
2018-07-30,2,109.0,30,2018,7,,,0.9795299412524944,-0.20129852008866114,-0.8660254037844388,-0.4999999999999997,0,31
2018-07-31,2,19.0,31,2018,7,,,1.0,-2.4492935982947064e-16,-0.8660254037844388,-0.4999999999999997,1,31
2018-08-01,2,195.0,1,2018,8,,,0.9795299412524944,0.2012985200886601,-0.5000000000000004,-0.8660254037844385,2,31
2018-08-02,2,207.0,2,2018,8,,,0.9189578116202306,0.39435585511331855,-0.5000000000000004,-0.8660254037844385,3,31
2018-08-03,2,157.0,3,2018,8,,,0.8207634412072763,0.5712682150947923,-0.5000000000000004,-0.8660254037844385,4,31
2018-08-04,2,153.0,4,2018,8,,,0.6889669190756866,0.72479278722912,-0.5000000000000004,-0.8660254037844385,5,31
2018-08-05,2,98.0,5,2018,8,Friendship Day,O,0.5289640103269624,0.8486442574947509,-0.5000000000000004,-0.8660254037844385,6,31
2018-08-06,2,227.0,6,2018,8,,,0.3473052528448203,0.9377521321470804,-0.5000000000000004,-0.8660254037844385,0,32
2018-08-07,2,239.0,7,2018,8,,,0.1514277775045767,0.9884683243281114,-0.5000000000000004,-0.8660254037844385,1,32
2018-08-08,2,292.0,8,2018,8,,,-0.050649168838712635,0.9987165071710528,-0.5000000000000004,-0.8660254037844385,2,32
2018-08-09,2,219.0,9,2018,8,,,-0.2506525322587204,0.9680771188662044,-0.5000000000000004,-0.8660254037844385,3,32
2018-08-10,2,382.0,10,2018,8,,,-0.4403941515576344,0.8978045395707416,-0.5000000000000004,-0.8660254037844385,4,32
2018-08-11,2,192.0,11,2018,8,,,-0.6121059825476626,0.7907757369376989,-0.5000000000000004,-0.8660254037844385,5,32
2018-08-12,2,163.0,12,2018,8,,,-0.758758122692791,0.6513724827222223,-0.5000000000000004,-0.8660254037844385,6,32
2018-08-13,2,617.0,13,2018,8,,,-0.8743466161445821,0.485301962531081,-0.5000000000000004,-0.8660254037844385,0,33
2018-08-14,2,551.0,14,2018,8,,,-0.9541392564000488,0.29936312297335804,-0.5000000000000004,-0.8660254037844385,1,33
2018-08-15,2,504.0,15,2018,8,Independence Day,G,-0.994869323391895,0.10116832198743272,-0.5000000000000004,-0.8660254037844385,2,33
2018-08-16,2,837.0,16,2018,8,,,-0.9948693233918952,-0.10116832198743204,-0.5000000000000004,-0.8660254037844385,3,33
2018-08-17,2,893.0,17,2018,8,Parsi New Year,R,-0.9541392564000488,-0.2993631229733582,-0.5000000000000004,-0.8660254037844385,4,33
2018-08-18,2,802.0,18,2018,8,,,-0.8743466161445822,-0.4853019625310808,-0.5000000000000004,-0.8660254037844385,5,33
2018-08-19,2,460.0,19,2018,8,,,-0.7587581226927911,-0.651372482722222,-0.5000000000000004,-0.8660254037844385,6,33
2018-08-20,2,1018.0,20,2018,8,,,-0.6121059825476627,-0.7907757369376986,-0.5000000000000004,-0.8660254037844385,0,34
2018-08-21,2,723.0,21,2018,8,,,-0.44039415155763423,-0.8978045395707417,-0.5000000000000004,-0.8660254037844385,1,34
2018-08-22,2,844.0,22,2018,8,Bakr Id/Eid ul-Adha,G,-0.2506525322587213,-0.968077118866204,-0.5000000000000004,-0.8660254037844385,2,34
2018-08-23,2,697.0,23,2018,8,,,-0.05064916883871355,-0.9987165071710528,-0.5000000000000004,-0.8660254037844385,3,34
2018-08-24,2,619.0,24,2018,8,,,0.15142777750457667,-0.9884683243281114,-0.5000000000000004,-0.8660254037844385,4,34
2018-08-25,2,633.0,25,2018,8,Onam,R,0.3473052528448203,-0.9377521321470804,-0.5000000000000004,-0.8660254037844385,5,34
2018-08-26,2,73.0,26,2018,8,Raksha Bandhan (Rakhi),R,0.5289640103269624,-0.8486442574947509,-0.5000000000000004,-0.8660254037844385,6,34
2018-08-27,2,366.0,27,2018,8,,,0.6889669190756865,-0.72479278722912,-0.5000000000000004,-0.8660254037844385,0,35
2018-08-28,2,552.0,28,2018,8,,,0.8207634412072763,-0.5712682150947924,-0.5000000000000004,-0.8660254037844385,1,35
2018-08-29,2,611.0,29,2018,8,,,0.9189578116202306,-0.3943558551133187,-0.5000000000000004,-0.8660254037844385,2,35
2018-08-30,2,429.0,30,2018,8,,,0.9795299412524944,-0.20129852008866114,-0.5000000000000004,-0.8660254037844385,3,35
2018-08-31,2,56.0,31,2018,8,,,1.0,-2.4492935982947064e-16,-0.5000000000000004,-0.8660254037844385,4,35
2018-09-01,2,276.0,1,2018,9,,,0.9781476007338056,0.2079116908177593,-1.8369701987210294e-16,-1.0,5,35
2018-09-02,2,219.0,2,2018,9,,,0.9135454576426008,0.40673664307580015,-1.8369701987210294e-16,-1.0,6,35
